nome_fantasia,nome,endereco,inicio,alvara,lat,lon,link,petisco,imagem
PONTO DO RESTAURANTE,ANA LUISA SERGIO 01244555657,"RUA PARA DE MINAS, 586 LETRA A - PADRE EUSTAQUIO",21-12-2018,NÃO,-19.914397225692728,-43.986693913197335,,,
GERMANO BURGER,BEATRIZ GERMANO,"RUA REAL MADRID, 65 LOJA - SAO SALVADOR",19-11-2007,SIM,-19.89308229418725,-44.011437950437134,,,
,BAR PRACA QUINZE LTDA,"PCA QUINZE DE JUNHO, 17 LOJA: 23, - BONFIM",01-11-1966,SIM,-19.907124835420397,-43.951148652423946,,,
ELIOS BAR E RESTAURANTE LTDA,ELIOS BAR E RESTAURANTE LTDA,"RUA DA BAHIA, 635 LJ 25 - CENTRO",05-04-1982,NÃO,-19.92061323732927,-43.93619318148815,,,
,LA FARINA LTDA,"RUA PIUM I, 339 nan - CRUZEIRO",21-07-1982,SIM,-19.942673044993207,-43.92983799845332,,,
,MINASACO REPRESENTACOES LTDA,"AVE NOSSA SENHORA DO CARMO, 221 LOJA 233 - CARMO",20-07-1982,NÃO,-19.941861364871215,-43.93338014176612,,,
NINO PIZZARIA,NINO PIZZARIA LTDA,"AVE CORONEL JOSE BENJAMIM, 824 nan - PADRE EUSTAQUIO",10-07-1982,SIM,-19.91889486951946,-43.97702891932808,,,
,COOK EMPREENDIMENTOS EM ALIMENTACAO COLETIVA LTDA.,"RUA ALMIRANTE ALEXANDRINO, 277 nan - GUTIERREZ",13-12-2024,SIM,-19.93414322926225,-43.956421785704286,,,
,ABDALA E SOUZA LTDA,"RUA PARAIBA, 1064 LOJA 04 - SAVASSI",01-03-1979,SIM,-19.935881216523985,-43.93365514403718,,,
,BAR E APERITIVOS VALADARES LTDA,"RUA WALDOMIRO LOBO, 1010 nan - GUARANI",01-09-1982,NÃO,-19.84437506484046,-43.928208446890785,,,
RESTAURANTE MESTRE CUCA,RESTAURANTE MC RESENDE LTDA,"RUA RIO DE JANEIRO, 423 nan - CENTRO",15-04-1953,SIM,-19.918029000713396,-43.93823820757259,,,
,CONTROLES E AUTOMACAO INDUSTRIAL LTDA,"RUA JUIZ DE FORA, 284 SL 1008 - BARRO PRETO",14-11-1968,NÃO,-19.92044062153921,-43.952883229407824,,,
BAR DOS PRIMOS RIO BRANCO,ALVES & SA BAR RIO BRANCO LTDA,"RUA MARIA LUCIA PETIT, 429 nan - RIO BRANCO",08-08-2023,SIM,-19.814170655597685,-43.98482151840206,,,
RECANTO DO ACAI,51.374.956 ANA CAROLINE MACIEL COUTINHO,"RUA NORTE, 76 nan - SANTA MONICA",11-07-2023,NÃO,-19.829686651502573,-43.96883235760529,,,
SALDOCE,SALDOCE RESTAURANTE LTDA,"RUA DIABASE, 320 nan - PRADO",12-07-2023,SIM,-19.922131605480466,-43.960684840662935,,,
SALDOCE,SALDOCE RESTAURANTE LTDA,"RUA DIABASE, 320 SETOR: EFO - PRADO",15-01-2025,SIM,-19.922131605480466,-43.960684840662935,,,
,51.415.765 ANDREA LUDGERO DOS SANTOS,"RUA FRANCISCO BICALHO, 1750 nan - CAICARA ADELAIDE",13-07-2023,NÃO,-19.907186922192178,-43.97731407920739,,,
,RESTAURANTE TRIVIAL LTDA,"RUA DA BAHIA, 1450 nan - LOURDES",14-01-2009,SIM,-19.927631395974664,-43.93830316118112,,,
,MELV REPRESENTACOES LTDA,"RUA JOAO RIBEIRO, 198 APT: 403, - SANTA EFIGENIA",22-04-2009,NÃO,-19.921724046939435,-43.91515242965514,,,
ICE BEER,LANCHONETE OLIVEIRA GONCALVES LTDA,"RUA CASTELO DE OBIDOS, 566 LOJA: 06, - CASTELO",20-01-2009,SIM,-19.876551948582893,-43.99818485239787,,,
,ANTONIO AUGUSTO DA ROCHA CPF: 541.641.176-72,"RUA BOM JESUS DA PENHA, 25 nan - SANTA TEREZINHA",17-03-2009,NÃO,-19.87376028854951,-44.002891666911296,,,
,BAR E RESTAURANTE MESA 14 LTDA,"RUA CONDE D'EU, 332 : B, - VERA CRUZ",19-03-2009,NÃO,-19.908484505446445,-43.89756642099884,,,
,WILSON DO PORTO DA SILVA,"RUA IPURINAS, 185 nan - SAO SALVADOR",19-02-2009,NÃO,-19.892346905968864,-44.01759650732432,,,
BRAVISSIMO FORNERIA,DJ ALIMENTOS LTDA,"PCA PAULO VI, 10 nan - ALIPIO DE MELO",24-04-2009,NÃO,-19.897665517382112,-44.00571583417091,,,
GALO DE OURO BAR E RESTAURANTE,RESTAURANTE GALO DE OURO LTDA,"PCA SAO VICENTE DE PAULO, 36 LOJA: C, - PADRE EUSTAQUIO",11-05-2009,NÃO,-19.913333316376207,-43.992825269551076,,,
HAFA'S GRILL,COMERCIAL PERES & FONSECA LTDA,"RUA MARCO AURELIO, 84 LOJA: 01, - NAZARE",12-05-2009,NÃO,-19.85092666343668,-43.89771600744865,,,
BAR DO EDSON,EDSON DE OLIVEIRA,"RUA APERE, 587 LOJA, - BOA VISTA",11-12-2008,NÃO,-19.893834174868296,-43.89809198183415,,,
RESTAURANTE E LANCHONETE SILOE,SILOE RESTAURANTE E LANCHONETE LTDA,"RUA RIO DE JANEIRO, 348 SLJ: A, - CENTRO",23-01-2009,NÃO,-19.91728553608809,-43.938235241290705,,,
,PACHECO RESTAURANTE E PIZZARIA LTDA,"AVE DOM JOSE GASPAR, 222 nan - MINAS BRASIL",24-04-2009,SIM,-19.921193341207942,-43.988617370248235,,,
,RONILSON DA SILVA FERNANDES,"RUA FRANCISCO RODRIGUES DE MIRANDA, 60 LOJA, - PENHA",28-04-2009,NÃO,-19.877644120215674,-43.9138532396685,,,
,MARIA DA CONCEICAO DE OLIVEIRA MARGARIDO,"RUA LASSANCE, 364 : A, - SAO GERALDO",05-05-2009,NÃO,-19.894118630444666,-43.89501980668715,,,
BAZIN BAR,BAZIN BAR E RESTAURANTE LTDA,"RUA MINISTRO OROZIMBO NONATO, 1053 LOJA: 04, - DONA CLARA",03-03-2009,SIM,-19.856696841074616,-43.94259633230965,https://comidadibuteco.com.br/buteco/bazin-bar/,Bodas de Prata,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2025/03/19150411/bazim_bodasdeprata_bh_2025_rodneycosta_unibh-8388-scaled.jpg
,JOSE GETULIO DOS SANTOS,"RUA COPACABANA, 414 LOJA 01 - URCA",02-03-2009,NÃO,-19.871046256406963,-44.01612802940763,,,
,BAR DOS MENINOS LTDA,"RUA ERIDANO, 38 LOJA 29 - ARAGUAIA",02-03-2009,SIM,-19.995719976131266,-44.005802999740396,,,
,PISTACHIO RESTAURANTE LTDA,"RUA JUIZ DE FORA, 1282 nan - SANTO AGOSTINHO",02-03-2009,SIM,-19.92918475169585,-43.955281750014365,,,
,ALVES BARROSO COMERCIO LTDA,"RUA GRAO MOGOL, 285 nan - CARMO",28-01-2009,SIM,-19.942405106641665,-43.93250497883162,,,
,BAR E RESTAURANTE BETE LTDA,"RUA ELISIO DE BRITO, 809 LOJA, - BOA VISTA",04-03-2009,NÃO,-19.894680803313825,-43.899947245048445,,,
,MAROLO EMPREENDIMENTOS LTDA,"RUA SANTA CATARINA, 569 nan - LOURDES",06-08-2015,SIM,-19.92585346446144,-43.94452285851568,,,
BAR DO AMIGOS,BLAM BAR E LANCHONETE LTDA,"RUA BARAO DE COROMANDEL, 26 nan - BARREIRO",04-03-2009,SIM,-19.974219524128323,-44.013275338523876,,,
,FRAIHA REPRESENTACAO DE PRODUTOS PARA AUTOMACAO LTDA,"AVE RAJA GABAGLIA, 4859 SALA 239 - SANTA LUCIA",27-03-2009,SIM,-19.97112423685804,-43.95106089836633,,,
,COMERCIAL PONTO CERTO LTDA,"AVE RAUL MOURAO GUIMARAES, 433 LOJA A - PALMEIRAS",02-02-2009,NÃO,-19.967610231737,-43.97877274557262,,,
,BAR DO LINDOIA LTDA,"RUA PROGRESSO, 425 nan - PADRE EUSTAQUIO",01-04-2009,SIM,-19.919766080611147,-43.97676077856093,,,
TELE REFEICAO-COMIDA CASEIRA,RIO MANSO LTDA,"RUA JUIZ COSTA VAL, 172 LOJA 01 - SAO LUCAS",08-05-2009,NÃO,-19.927406905894948,-43.91835018533568,,,
,BAR E RESTAURANTE DO MOITTA LTDA,"RUA CHILE, 147 LOJA 1 LOJA 2 LOJA 3 - SION",09-03-2009,SIM,-19.950897727961397,-43.93109903117728,,,
,JOSE APARECIDO RODRIGUES DA SILVA,"RUA PITANGUI, 2521 LOJA, - SAGRADA FAMILIA",18-05-2009,SIM,-19.90697831240611,-43.92314754589409,,,
BOI VINDO,BV CHURRASCARIA LTDA,"AVE PETROLINA, 875 nan - SAGRADA FAMILIA",18-05-2009,SIM,-19.905169751962095,-43.916094488645754,,,
F N A REPRESENTACOES,F N A REPRESENTACOES LTDA,"RUA HENRIQUE CABRAL, 884 nan - SAO LUIZ",28-04-2009,NÃO,-19.85066261131057,-43.962352195054414,,,
VAPORMINAS,MARCELO MAGELA DE MORAIS,"RUA LINDOLFO DE AZEVEDO, 1491 APT: 201, - JARDIM AMERICA",30-04-2009,NÃO,-19.94532230290546,-43.97283000625631,,,
,BAR DO SERGIO LTDA,"AVE CLARA NUNES, 756 nan - RENASCENCA",14-06-2024,NÃO,-19.884508459371414,-43.93988378938745,,,
,BAR E RESTAURANTE BARKANA LTDA,"RUA DOS GOITACAZES, 490 LOJA: 03 E 04, - CENTRO",06-02-2009,SIM,-19.922133763137605,-43.94190449094799,,,
GROTA DO PEIXE,BAR E RESTAURANTE GROTA DO PEIXE LTDA,"AVE DEPUTADO ANUAR MENHEN, 204 nan - SANTA AMELIA",09-02-2009,SIM,-19.84129840019826,-43.973993522091206,,,
RESTAURANTE PRIMICIA,RESTAURANTE PRIMICIA LTDA,"AVE BARAO HOMEM DE MELO, 3090 ANEXO REFEITORIO - ESTORIL",10-08-2021,SIM,-19.962656548994982,-43.96385493291713,,,
RESTAURANTE PRIMICIA LINHA VERDE,RESTAURANTE PRIMICIA LTDA,"RUA JOSE CARCHENO, 279 ANEXO: REFEITORIO - JAQUELINE",27-07-2023,SIM,-19.80325965110941,-43.94832558177712,,,
RESTAURANTE PRIMICIA SERRANO,RESTAURANTE PRIMICIA LTDA,"AVE HERACLITO MOURAO DE MIRANDA, 91 nan - SERRANO",10-11-2023,SIM,-19.89321437856663,-44.00865657404548,,,
AGUINALDO BAR E RESTAURANTE,COMERCIO DE RESTAURANTE E SERVICO DE TRANSPORTE LTDA.,"AVE LIEGE, 13 LOJA - JARDIM DOS COMERCIARIOS",15-04-2009,SIM,-19.803155012104515,-43.97233015994831,,,
PRIMELI BISTRO,PRIMELI MOLHOS E RESTAURANTE LTDA,"RUA ALABASTRO, 49 nan - HORTO",16-04-2009,SIM,-19.912092538985714,-43.921078113067956,,,
,ALMIR DE MELO MAROTTI,"RUA ITATIAIUCU, 71 nan - SANTA TEREZINHA",05-11-2008,SIM,-19.86708984901381,-44.004852768619166,,,
RESTAURANTE TREM BAO,ALMEIDA COSTA REFEICOES LTDA,"RUA SATURNINO DE BRITO, 17 LOJA: A-04 , - CENTRO",05-11-2008,SIM,-19.914192771405656,-43.94082993178376,,,
,RESTAURANTE EBENEZER LTDA,"RUA SALOMAO CAMARGOS, 40 nan - JARDINOPOLIS",03-12-2008,NÃO,-19.943181203445352,-44.004824173640834,,,
LANCHES HANKE,LANCHES HANKE LTDA,"RUA PADRE PEDRO PINTO, 1203 nan - VENDA NOVA",04-06-2008,SIM,-19.81416047974557,-43.96091707400474,,,
,CASA DA LUA LANCHES LTDA,"AVE PRESIDENTE ANTONIO CARLOS, 6627 EDIF: ESCOLA DE ENGENHARIA, BLOCO: III, : CAMPUS U - CAMPUS UFMG",09-10-2008,NÃO,-19.866002046897655,-43.95719890001332,,,
,NILTON ROBERTO DE OLIVEIRA JUNIOR 03833109629,"RUA SAPUCAI, 499 LOJA 01 - FLORESTA",02-08-2007,SIM,-19.91811089925476,-43.932720679397605,,,
APPLEBEES,MINASBEE'S COMERCIO DE ALIMENTOS LTDA,"ROD BR TREZENTOS E CINQUENTA E SEIS, 3049 LOJA: LUC NL 45-46, - BELVEDERE",12-12-2008,NÃO,-19.974552964635894,-43.94619933000914,,,
,BECO D'ITALIA COMERCIO DE MASSAS LTDA,"RUA ALABASTRO, 59 nan - HORTO",21-05-2008,SIM,-19.912013593011824,-43.92106728020049,,,
BAR DO ADILSON,ADILSON ROCHA DE SOUSA,"RUA PIRANGUINHO, 146 LOJA: 3 E 4, - SAO GERALDO",16-06-2008,SIM,-19.90086309767212,-43.891680763295305,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE OLEGARIO MACIEL, 1600 LOJA LUCBG41A - SANTO AGOSTINHO",19-02-2020,NÃO,-19.928218806535146,-43.94682423267037,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE DOS ANDRADAS, 3000 LOJA 3020 PISO 3 - SANTA EFIGENIA",27-02-2020,NÃO,-19.920123928669913,-43.92065696616632,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"RUA RIO DE JANEIRO, 910 LOJA T18T19 - CENTRO",10-06-2020,SIM,-19.922235959306185,-43.939585006656245,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE PRESIDENTE CARLOS LUZ, 3001 LOJA:LUC SDR0PA09, - CAICARAS",16-08-2021,SIM,-19.890514063323188,-43.9668380588951,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE SILVA LOBO, 760 LOJA: 13 B BLOCO A, - NOVA SUISSA",30-08-2021,SIM,-19.929753481215982,-43.97206780438194,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE PROFESSOR MARIO WERNECK, 3210 LOJA 07 DO 2 PAVIMENTO - BURITIS",30-08-2021,SIM,-19.97636187348674,-43.97501700361151,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE PORTUGAL, 2074 LOJA:01 E 02, - JARDIM ATLANTICO",21-09-2021,SIM,-19.846002130242002,-43.97806998483106,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE AFONSO VAZ DE MELO, 640 LOJA LUCS 314-319 - BARREIRO",22-09-2021,SIM,-19.974304457676027,-44.020857617009916,,,
ENCONTROS BAR,ENCONTROS BAR E RESTAURANTE LTDA,"RUA MAJOR DELFINO DE PAULA, 2642 nan - SAO FRANCISCO",05-09-2008,NÃO,-19.881361180287044,-43.95988037439749,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"ROD BR TREZENTOS E CINQUENTA E SEIS, 3049 LOJA:2 OP 56 e OP 57, - BELVEDERE",04-07-2022,SIM,-19.974552964635894,-43.94619933000914,,,
,PIMENTA VERDE ALIMENTOS LTDA.,"AVE AFONSO VAZ DE MELO, 640 PAVMTO: PISO 3Âº ,LOJA: 308 - BARREIRO",09-08-2024,SIM,-19.974304457676027,-44.020857617009916,,,
RESTAURANTE SANTO AGOSTINHO,RESTAURANTE E LANCHONETE SANTO AGOSTINHO LTDA,"RUA PARACATU, 1091 LOJA 1087 E 1111 - SANTO AGOSTINHO",14-11-2008,SIM,-19.92753978427736,-43.953248449377654,,,
CASTANHEIRA BAR,RAIMUNDO EUSTAQUIO DE SOUZA,"RUA LUIZ CARLOS MELAO, 42 nan - CARDOSO",17-11-2008,NÃO,-20.00062202054719,-44.007936117256385,,,
CAFE PADDOCK LTDA,CAFE PADDOCK LTDA,"AVE OTACILIO NEGRAO DE LIMA, 7380 nan - BANDEIRANTES",18-11-2008,NÃO,-19.852204878936117,-44.000737408987014,,,
EDDIE FINE BURGUERS,B.R.C. HAMBURGUERS LTDA,"AVE OLEGARIO MACIEL, 1600 LOJA: OM-29, - SANTO AGOSTINHO",19-11-2008,SIM,-19.928218806535146,-43.94682423267037,,,
PIZZARIA JARAGUA,SONIA HELENA RAMALHO DE OLIVEIRA,"RUA GENERAL ARANHA, 180 nan - AEROPORTO",02-12-2004,SIM,-19.854165954096224,-43.95577942677504,,,
ASSADOS GOURMET,RESTAURANTE AMARANTINA LTDA,"RUA ALCINDO GONCALVES COTTA, 410 nan - ADEMAR MALDONADO",23-12-2008,NÃO,-19.983976806208446,-44.02841431954351,,,
,PIZZA D'TERRA LTDA,"AVE PORTUGAL, 1638 nan - JARDIM ATLANTICO",22-10-2008,NÃO,-19.84803530430176,-43.98183731130956,,,
ALLEGRO TAVOLA RESTAURANTE,TERCIA DE LIBERO ALENCAR,"AVE PROFESSOR MARIO WERNECK, 1491 nan - BURITIS",07-01-2009,NÃO,-19.96922965392838,-43.964549679004215,,,
,ENTREPOSTO REFEICOES LTDA,"RUA BOLIVAR MINEIRO, 38 LOJA 2 - DONA CLARA",14-04-2008,SIM,-19.85705660225248,-43.94297078751664,,,
,BAR DO JUVENINHA LTDA,"RUA CASTELO DA BEIRA, 262 LOJA: 01, - CASTELO",01-07-2008,SIM,-19.877207901618405,-43.995049740342395,,,
RESTAURANTE ARISTIDES,GUIMARAENS & SOBRAL RESTAURANTE LTDA,"AVE BARAO HOMEM DE MELO, 4311 LOJA: 9, - ESTORIL",24-11-2008,NÃO,-19.966157885428846,-43.95480385404236,,,
BAR E RESTAURANTE DA TIA SILVINA,SILVINA DE SOUZA VIEIRA,"RUA JACUI, 1847 nan - CONCORDIA",24-10-2008,NÃO,-19.896950867660433,-43.93507498495611,,,
,I.B.V. CAFETERIA LTDA,"AVE OLEGARIO MACIEL, 1600 LOJA OM 29 A - SANTO AGOSTINHO",26-11-2008,SIM,-19.928218806535146,-43.94682423267037,,,
DANIEL BAR,DANIEL REGES LOBO,"RUA JOSE DOS SANTOS LAGE, 540 LETRA: A, - DIAMANTE",19-09-2008,NÃO,-19.99077982096896,-44.017845190977994,,,
QUIOSQUE BACKER,ALESSANDRO BORTOLAZO NEVES,"RUA SATURNINO DE BRITO, 17 QUIOSQ: 4, - CENTRO",27-11-2008,NÃO,-19.914192771405656,-43.94082993178376,,,
,ROLTECH ENGENHARIA LTDA,"RUA MATO GROSSO, 1092 APT: 21, - SANTO AGOSTINHO",21-08-2008,SIM,-19.927660402138592,-43.94934229785641,,,
BAR DO BILL,ORGANIZACOES COSTA & SILVA LTDA,"RUA LINDOLFO DEODORO, 135 LETRA A - SALGADO FILHO",05-09-2008,SIM,-19.93971550143853,-43.979097136109885,,,
,ANTONIO FERNANDES OLIVEIRA,"RUA SAO LAZARO, 799 nan - SAGRADA FAMILIA",30-10-2008,NÃO,-19.89918380917398,-43.92593092003257,,,
ALOHA BEER BAR E RESTAURANTE,PAULINO'S BAR E RESTAURANTE LTDA,"AVE PROFESSOR MARIO WERNECK, 2799 : 2801, - BURITIS",15-10-2007,NÃO,-19.976480660706663,-43.97232580253468,,,
BANDECO,LISANDRO ANTONIO MARTINS DE SOUZA,"AVE EDGAR DA MATA MACHADO, 1060 LOJA: 01 E 02, - DOM CABRAL",12-05-2005,SIM,-19.92627036290673,-43.99360970619826,,,
SABOR CASEIRO,MARIA EUGENIA QUINAUD 31892558653,"AVE AMAZONAS, 610 LOTE 08 - CENTRO",12-05-2017,NÃO,-19.920248607583222,-43.94099854294831,,,
RESTAURANTE DA CIDA,27.757.725 WIRLEY DE SOUZA SOARES,"RUA AZIZ ABDI, 99 nan - PAQUETA",17-05-2017,NÃO,-19.877276101383586,-43.99062002380604,,,
,VILMAR ALVES JARDIM 10751393681,"AVE ITAITE, 653 LOJA - SAO GERALDO",12-05-2017,SIM,-19.897709145857522,-43.89806373430038,,,
BAR E LANCHONETE DA DINORA,DINORA MARQUES DE SOUZA 03456432674,"AVE CORONEL JOSE DIAS BICALHO, 238 nan - SAO LUIZ",30-05-2017,NÃO,-19.85762904622863,-43.961608989679036,,,
,DINAMOS BAR LTDA,"RUA MOGI, 291 nan - RENASCENCA",18-05-2017,SIM,-19.891465164142364,-43.93908193501292,,,
COMERCIAL DIAS ROCHA,ISLENE DE PAULA DIAS ROCHA 04458988603,"RUA ANTONIO PEREIRA DOS SANTOS, 25 nan - JARDIM FELICIDADE",18-05-2017,NÃO,-19.82901853006604,-43.9272106585565,,,
BAR DA LURDINHA,LOURDES TEIXEIRA DE SOUZA 00226473686,"RUA FLOR DA PAIXAO, 280 LOJA - JARDIM ALVORADA",15-05-2017,NÃO,-19.898479031724268,-43.98678599433856,,,
,O DONO DO ESPETO BAR E ESPETERIA LTDA,"RUA INGAI, 967 nan - PADRE EUSTAQUIO",26-05-2017,SIM,-19.91585114446249,-43.97083260596652,,,
CANTINHO DA VILA,27.769.870 FABIA DA SILVA ALVES,"RUA SACADURA CABRAL, 143 LOJA A - OESTE",18-05-2017,NÃO,-19.938434047513255,-44.004327436913734,,,
BAR DO ZE MARCOS,RICARDO MARTINS DRUMOND 73586706634,"RUA TRES MARIAS, 340 nan - MIRAMAR",24-05-2017,NÃO,-19.9950532504285,-44.01402239748373,,,
BUSSOLA SOLUCOES,F G F JESUS,"AVE CRISTIANO MACHADO, 65 PAVMTO3 - COLEGIO BATISTA",24-05-2017,SIM,-19.9053620477567,-43.93722846577615,,,
,27.739.042 ISMAEL PEREIRA GOULART,"RUA TULIPA, 125 LETRA A - ESPLANADA",16-05-2017,SIM,-19.904016071430966,-43.90769945960079,,,
BAR DO ALADIR,ALADIR MARTINS DO CARMO 03072739625,"RUA GENERAL OSORIO, 925 LOJA - ALTO VERA CRUZ",29-05-2017,NÃO,-19.91085495254768,-43.89048812708485,,,
EXPRESSO MUNDIAL,BRUNO RAFAEL NAZARETH SILVA 07627077630,"RUA ESPORA, 122 CASA ,CASA ,CASA ,CASA - LINDEIA",11-05-2017,NÃO,-19.97649698343878,-44.04515790079585,,,
,LENNON CHURRASCARIA E PIZZARIA LTDA,"RUA APARECIDA FEITOSA FURTADO, 15 nan - DIAMANTE",11-05-2017,SIM,-19.99434376415329,-44.01797621755411,,,
CANTINHO DO GLORIA,IVANIR JOSE VITOR MACIEL 35951907691,"RUA JOAO RAMALHO, 273 LOJA - GLORIA",16-05-2017,NÃO,-19.90038133784748,-44.01614269582386,,,
PIZZARIA CASA NOVA,MARIO LUCIO DA SILVA 05194145608,"RUA TUJUTUI, 163 ANEXO JOSEFINO GONCALVES DA SILVA 139 - GOIANIA",19-05-2017,NÃO,-19.86965224670968,-43.90153081388813,,,
,ADRIANE PEREIRA DE PAULA 05429975680,"RUA SAO TOME, 97 LOJA - NOVA CINTRA",11-05-2017,NÃO,-19.945856685306826,-43.98930622996926,,,
SILIO MONTAGEM DE MOVEIS,SILIO MARCOS DE SOUZA 00470530626,"ALA IBIRITE, 22 CASA 22 - VILA FORMOSA",11-05-2017,NÃO,-19.99850412530854,-44.02970060470878,,,
BAR DO PRETO,ANDERSON VALENTINO ALVES 86535544672,"RUA CURI, 761 nan - SAO GERALDO",16-05-2017,NÃO,-19.901793611250078,-43.894548333959065,,,
BAR DA XU,MATEUS HENRIQUE SILVA SOUZA 11655882694,"RUA DOMINGOS GARCIA, 251 nan - SAO JOAO BATISTA",16-05-2017,NÃO,-19.818357592597742,-43.97126599057831,,,
GRATITUDE RESTAURANTE,GERALDO MARCELINO BAR RESTAURANTE LTDA,"RUA ALVARENGA PEIXOTO, 603 LOJA 108 - LOURDES",11-05-2017,SIM,-19.930881699234767,-43.94431443488806,,,
DIVINO FOGAO SHOPPING CIDADE,CIDADE RESTAURANTE LTDA,"RUA RIO DE JANEIRO, 910 LOJA GG38 - CENTRO",12-05-2017,NÃO,-19.922235959306185,-43.939585006656245,,,
EVA ALIMENTOS,27.785.932 EVA XAVIER BRITO,"RUA MATO VERDE, 255 nan - SANTA ROSA",22-05-2017,NÃO,-19.866598945968647,-43.949599964583875,,,
FORMULA PIZZARIA,ESCRITORIO DA PIZZA LTDA,"RUA JAMAICA, 14 N 18 - ITAPOA",22-05-2017,SIM,-19.84268375726864,-43.962294709538774,,,
SR. CALZONE,ESCRITORIO DA PIZZA LTDA,"RUA JAMAICA, 14 LOJA: 03 - ITAPOA",28-07-2023,NÃO,-19.84268375726864,-43.962294709538774,,,
JARDIM DO EDER ESPETERIA & CIA,EDER FIGUEIREDO SANTOS 05257464632,"PCA URUPES, 124 nan - RENASCENCA",11-05-2017,NÃO,-19.893212175076766,-43.93883569926071,,,
S&E CONSULTORIA,S&E CONSULTORIA E COMERCIO LTDA,"RUA GRAO MOGOL, 99 LOJA: 6 - CARMO",07-03-2025,NÃO,-19.940891345144692,-43.9320777283808,,,
,59.894.332 PEDRO HENRIQUE SALES DA SILVA,"RUA ORMINDA DE VASCONCELOS, 541 nan - GLORIA",13-03-2025,NÃO,-19.90421763265358,-44.00860353661426,,,
,59.912.546 JOVELINA DOMINGOS DA CUNHA,"RUA PROGRESSO, 1257 CASA A - MONSENHOR MESSIAS",14-03-2025,NÃO,-19.911599636955202,-43.97649136521918,,,
,59.930.730 JENNYFER RAQUEL DE ARAUJO LIMA,"RUA SANTA ROSA, 410 nan - JARDIM DOS COMERCIARIOS",17-03-2025,NÃO,-19.785201118050107,-43.978131646260366,,,
,59.979.891 RINALDO ADRIANO SANTOS REIS,"RUA FIDELCINO COSTA, 60 nan - INDEPENDENCIA",19-03-2025,NÃO,-20.01984878855119,-44.02837292893866,,,
,59.727.793 GRAZIELLI RIBEIRO ZAGNOLI BRAGA,"RUA ALBERTO CINTRA, 428 nan - UNIAO",02-03-2025,NÃO,-19.883017823998586,-43.928977083616545,,,
,59.727.995 MARCOS FELIPE SOUZA BATISTA,"RUA BERNARDO GUIMARAES, 1738 nan - LOURDES",02-03-2025,NÃO,-19.928971971277985,-43.940644924556295,,,
,59.728.164 EMILY TAISSA ADRIANO DE SOUZA,"RUA ANTONIO PRACA PIEDADE, 193 nan - BONSUCESSO",03-03-2025,NÃO,-19.984291401432568,-43.99200490130948,,,
,59.770.661 AURISA FIGUEIREDO DA SILVA,"RUA MARIO DE MELO, 80 nan - ALIPIO DE MELO",06-03-2025,NÃO,-19.900567488623967,-44.004109678174075,,,
FRANGAO,FRANGAO LTDA,"RUA ROGERIO LUCIANO, 477 LETRA: B - CAMARGOS",10-03-2025,SIM,-19.937808157584563,-44.023326043903694,,,
GIVALDO COSME DE ARAUJO BAR,GIVALDO COSME DE ARAUJO BAR LTDA,"AVE NOSSA SENHORA DA PIEDADE, 195 nan - SAO GONCALO",11-03-2025,SIM,-19.84686371948867,-43.92237166633216,,,
,59.860.797 ROSENI APARECIDA ROSA STOFELA,"RUA APARECIDA FEITOSA FURTADO, 69 APT 402 - DIAMANTE",12-03-2025,NÃO,-19.994371101709984,-44.01806675660016,,,
,59.895.980 OLIMPIO VAZ NETO,"RUA SAO PAULO, 1950 APT 1303 - LOURDES",13-03-2025,NÃO,-19.930608128306982,-43.943254671883224,,,
,59.965.379 DANIEL CARLOS DA SILVA,"AVE SOLFERINA RICCI PACE, 996 nan - CONJUNTO JATOBA",18-03-2025,NÃO,-20.0031898598647,-44.04381246891375,,,
,52.997.401 GLAUCIANA ISABELA DE ANDRADE,"RUA EDMAR COLINI FERREIRA, 480 nan - MANTIQUEIRA",27-02-2025,NÃO,-19.789016767002092,-43.98954810402999,,,
,59.952.152 WELINTON CAMPOS BONIFACIO,"RUA JOSE NICODEMOS, 171 nan - SANTA CRUZ",18-03-2025,NÃO,-19.877909734533834,-43.93557847762485,,,
,"VO MARIA, RESTAURANTE, BAR E LANCHONETE LTDA","AVE PROFESSOR MARIO WERNECK, 2128 LOJA: 08 - BURITIS",14-03-2025,NÃO,-19.973921853891532,-43.96804260358219,,,
,59.898.613 ISABELA TEIXEIRA QUEIROZ CARVALHO,"RUA BARAO DE COROMANDEL, 260 nan - CAICARAS",14-03-2025,NÃO,-19.89965255753309,-43.96866214164815,,,
Y.BURGUER,A & F COMERCIO DE ALIMENTO LTDA,"RUA DA PATAGONIA, 646 LOJA: 03 - SION",14-03-2025,NÃO,-19.959381812839073,-43.93748026749793,,,
